"MATERIAL BASICO","UNIDAD DE OBRA",SUBCAPITULO,CAPITULO
CODIGO,ud,"NOMBRE MATERIAL",CANTIDAD,PRECIO,IMPORTE,CODIGO,ud,NOMBRE,CANTIDAD,CODIGO,NOMBRE,CODIGO,NOMBRE
P03AAA020,kg,"Alambre atar 1,30 mm",29.04,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",1,E33M#,"SUPERCAPITULO DEL E33L#",E03#,"RED DE SANEAMIENTO"
P03AAA020,kg,"Alambre atar 1,30 mm",0,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",0,E05H#,"ESTRUCTURAS DE HORMIGÓN",E05#,ESTRUCTURAS
P03ACC080,kg,"Acero corrugado B 500 S/SD",665.28,E04CA100,m3,"HORMIGÓN ARMADO HA-25/P/40/IIa V.BOMBA",15.84," "," ",E04#,CIMENTACIONES
P03ACC080,kg,"Acero corrugado B 500 S/SD",3455.76,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",1,E33M#,"SUPERCAPITULO DEL E33L#",E03#,"RED DE SANEAMIENTO"
P03ACC080,kg,"Acero corrugado B 500 S/SD",0,E05HLA010,m3,"HA-25/P/20 ENCOFRADO MADERA LOSAS (85 kg/m3)",0,E05H#,"ESTRUCTURAS DE HORMIGÓN",E05#,ESTRUCTURAS
P03AM020,m2,"Malla 15x15x5     2,078 kg/m2",225.38663,E04SA010,m2,"SOLERA HA-25, 10cm ARMADO #15x15x5",177.89," "," ",E04#,CIMENTACIONES
P03AM070,m2,"Malla 15x30x5     1,564 kg/m2",2.66,E03ALR020,u,"ARQUETA LADRILLO REGISTRO 38x38x50 cm",7," "," ",E03#,"RED DE SANEAMIENTO"
P03AM070,m2,"Malla 15x30x5     1,564 kg/m2",1.24,E03ALR040,u,"ARQUETA LADRILLO REGISTRO 51x51x65 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P03AM070,m2,"Malla 15x30x5     1,564 kg/m2",1.66,E03ALR060,u,"ARQUETA LADRILLO REGISTRO 63x63x80 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P04RD050,kg,"Mortero cal textura lisa",2446.68,E08PKC020,m2,"REVESTIMIENTO DECORATIVO CAL AÉREA",203.89," "," ",E08#,"REVESTIMIENTOS Y FALSOS TECHOS"
P04RD050,kg,"Mortero cal textura lisa",1200,E08PKC020,m2,"REVESTIMIENTO DECORATIVO CAL AÉREA",100," "," ",E11#,PAVIMENTOS
P04RD210,kg,"Mortero cal hidraúlica natural",5598.36,E08PKC100,m2,"MORTERO CAL PARA INTERIOR",311.02," "," ",E08#,"REVESTIMIENTOS Y FALSOS TECHOS"
P04RR040,kg,"Mortero revoco CSIII-W1",99.872,E08PFM050,m2,"ENFOSCADO MAESTREADO-FRATASADO CSIII-W1 VERTICAL",31.21," "," ",E08#,"REVESTIMIENTOS Y FALSOS TECHOS"
P04RR070,kg,"Mortero revoco CSIV-W2",4.8,E03ALA010,u,"ARQUETA LADRILLO PIE/BAJANTE 38x38x50cm",6," "," ",E03#,"RED DE SANEAMIENTO"
P04RR070,kg,"Mortero revoco CSIV-W2",5.6,E03ALR020,u,"ARQUETA LADRILLO REGISTRO 38x38x50 cm",7," "," ",E03#,"RED DE SANEAMIENTO"
P04RR070,kg,"Mortero revoco CSIV-W2",2.8,E03ALR040,u,"ARQUETA LADRILLO REGISTRO 51x51x65 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P04RR070,kg,"Mortero revoco CSIV-W2",5.2,E03ALR060,u,"ARQUETA LADRILLO REGISTRO 63x63x80 cm",2," "," ",E03#,"RED DE SANEAMIENTO"
P04RW030,m2,"Malla mortero",224.279,E08PKW020,m2,"MALLA MORTERO",203.89," "," ",E08#,"REVESTIMIENTOS Y FALSOS TECHOS"
